Country Name,Country Code,Series Name,Series Code,1960,1970,1980,1990,2000,2010,2020,2023
Benin,BEN,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,15.33652205,17.13866077,17.61486855,17.87362682,17.23440557,16.75308044,16.36833336,15.8868571
Benin,BEN,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,16.97257633,18.45589297,18.75356337,19.05928706,18.18996548,17.37067205,16.78298205,16.28266879
Benin,BEN,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.5918937,13.35588658,14.03887534,14.55332368,14.54667208,14.04252706,13.88045524,13.99862338
Benin,BEN,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.77062498,14.30148636,14.73810354,15.2767768,15.27757476,14.57195709,14.19525031,14.29316828
Benin,BEN,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.26712105,10.84489997,11.88010757,12.03022217,12.31983982,12.07353599,11.94526378,11.90896783
Benin,BEN,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.07007778,11.63754124,12.47078702,12.45100969,12.80756229,12.56694037,12.25153125,12.16924952
Benin,BEN,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.779425012,9.064942638,10.02059315,10.16619436,10.47690068,10.55432355,10.26819343,10.35781587
Benin,BEN,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.542468205,9.751992591,10.53340537,10.46060049,10.75109737,10.93820353,10.55466976,10.61885877
Benin,BEN,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.15848468,7.952024259,8.086865731,8.581412313,8.606521381,8.975429055,8.839596429,8.804917373
Benin,BEN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.879718887,7.554450372,8.474669293,8.804183939,8.679236851,9.133472869,9.070412537,9.009624101
Benin,BEN,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.925884341,7.404947109,6.611393955,7.160344571,7.278513828,7.641045306,7.697517263,7.700601357
Benin,BEN,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.60909432,6.927629713,6.893971122,7.299137509,7.242516632,7.599833661,7.824562107,7.841020144
Benin,BEN,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,5.938861442,6.071157878,5.723648193,5.727029879,6.157150394,6.256149173,6.512561809,6.522821145
Benin,BEN,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.759588173,5.619127504,5.246667882,5.812351351,6.10663034,6.111677316,6.504281624,6.573154384
Benin,BEN,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.326875317,5.110950235,5.308847389,4.653917318,5.118730766,5.248444531,5.508299845,5.558885832
Benin,BEN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.216604432,4.701001322,4.811363784,4.707367267,5.056327978,5.079602976,5.391068962,5.484825861
Benin,BEN,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.868674414,4.357564442,4.323053621,4.002375793,4.05974164,4.390778657,4.470920246,4.614337817
Benin,BEN,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.788968703,4.077970058,3.873937383,3.548790673,3.993037386,4.245658442,4.301281549,4.466620999
Benin,BEN,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.405532315,3.893819048,3.6175065,3.684549257,3.261200318,3.604950741,3.710125568,3.738131308
Benin,BEN,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,4.452742408,3.649904907,3.198348834,3.211272727,3.18657066,3.467988594,3.529282982,3.554518562
Benin,BEN,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.071165385,3.528737428,3.055020566,2.964528312,2.761030039,2.816273788,3.06024051,3.090392384
Benin,BEN,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.077036262,3.277690667,2.715515358,2.526552158,2.347842383,2.681056473,2.888887555,2.902949247
Benin,BEN,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.665417178,3.106176782,2.66525547,2.424915086,2.479941907,2.206041564,2.453508972,2.502466893
Benin,BEN,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.530167202,2.938113024,2.347882012,2.013878202,2.052630441,2.070479317,2.285486013,2.322529686
Benin,BEN,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,3.27441654,2.707127367,2.299299843,1.965702409,1.917510649,1.789269553,1.841684242,1.916704478
Benin,BEN,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.82951472,2.528516909,1.99159817,1.6194603,1.536070808,1.452169438,1.684848745,1.743383644
Benin,BEN,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.552583827,2.193825559,1.848529369,1.590704278,1.460802641,1.494425805,1.342448379,1.369117429
Benin,BEN,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.248179122,1.972909576,1.619728742,1.277129723,1.124872965,1.170796009,1.20042156,1.212398498
Benin,BEN,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.815053316,1.644631437,1.382328724,1.205433276,1.046565262,1.018594297,0.958336099,0.917041874
Benin,BEN,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.550033297,1.327244355,1.185197263,0.930739107,0.786876266,0.765645887,0.73588925,0.761485024
Benin,BEN,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.118914822,0.974384947,0.878165772,0.785050519,0.69290307,0.63246527,0.656942655,0.632297778
Benin,BEN,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.985993635,0.791881271,0.710116617,0.590844553,0.495469976,0.45032495,0.480999486,0.4563132
Benin,BEN,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.903174604,0.650263547,0.645640249,0.630669964,0.581569957,0.502665222,0.485572165,0.480020158
Benin,BEN,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.716611534,0.48664716,0.435144245,0.410618447,0.365717416,0.323521024,0.318144253,0.307231288
Cote d'Ivoire,CIV,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,19.18462445,19.97032158,20.46140921,18.47742753,18.41758174,16.92500849,15.47235262,14.99760644
Cote d'Ivoire,CIV,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,18.34453685,18.90615969,19.64775211,18.33472329,18.28661797,16.82606805,15.38351215,14.96241239
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,14.08917038,14.92233068,14.01926927,15.77197943,14.78173899,14.58465869,14.07348625,13.66835262
Cote d'Ivoire,CIV,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.95231277,13.78626373,13.58675437,15.44228449,14.64432953,14.62782882,13.9037358,13.55287459
Cote d'Ivoire,CIV,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.0932079,11.61094486,11.71155379,13.41231271,11.860358,12.58755282,12.71295247,12.59307666
Cote d'Ivoire,CIV,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.58963558,10.60902169,10.60911691,12.75160933,11.94928309,12.45882555,12.67781581,12.47333127
Cote d'Ivoire,CIV,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.659358035,9.404678182,10.89845444,10.6579595,10.94291761,10.7765492,11.11155927,11.124257
Cote d'Ivoire,CIV,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.773128779,8.591264761,9.301701248,10.06200888,10.66386225,10.4625883,11.23033663,11.20002422
Cote d'Ivoire,CIV,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.712698586,7.851085617,9.629936159,9.087128432,10.25173865,9.068818224,9.430605868,9.637141772
Cote d'Ivoire,CIV,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.103840872,7.823461982,8.717802098,8.532338563,9.604954635,8.876690159,9.401417806,9.732418031
Cote d'Ivoire,CIV,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.715166419,7.137170033,7.771428685,7.651217096,8.324500999,8.31525241,7.788343167,7.93857873
Cote d'Ivoire,CIV,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.275508729,7.785180456,7.952359393,7.105964023,8.091680448,8.093738321,7.618935176,7.861720522
Cote d'Ivoire,CIV,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.609950474,6.397120508,5.484441113,6.038722023,6.47038896,7.322724715,6.369543392,6.656808121
Cote d'Ivoire,CIV,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.186088931,7.25575585,6.583090598,5.911527561,6.524589517,7.153452505,6.313126625,6.515543141
Cote d'Ivoire,CIV,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.521099179,5.478667023,4.317454871,4.682078908,4.946119457,5.504246628,5.777452021,5.393986753
Cote d'Ivoire,CIV,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.002358691,6.31358517,5.589319347,5.068065261,4.878733448,5.736051841,5.719439386,5.42657916
